scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,score_index,score_weighting,nb_request,nb_station_level_rejections,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,nb_slots_reserved,nb_slots_served,occupancy_rate,service_rate,demand_kwh
pessimistic,150,min_waiting,2,2,2,0,2,6,0.726,2,duration,90,11,79,23,0,0,56,20,13,13,10,0,0,1992,762,1.1528,0.441,78.358
pessimistic,150,min_waiting,2,2,2,1,1,5,0.3114,1,duration,59,15,44,23,0,0,21,12,5,1,3,0,0,724,473,0.5028,0.3285,28.8
pessimistic,150,min_waiting,2,2,2,2,0,6,0.8418,0,duration,122,17,105,59,0,0,46,17,16,3,9,1,0,1577,694,0.9126,0.4016,48.7
pessimistic,150,min_waiting,2,2,2,3,2,6,0.3984,2,duration,103,8,95,41,0,0,54,24,12,4,14,0,0,2022,835,1.1701,0.4832,74.867
pessimistic,150,min_waiting,2,2,2,4,2,6,0.4429,2,duration,61,11,50,39,0,0,11,5,3,0,3,0,0,435,203,0.2517,0.1175,16.533
pessimistic,150,min_waiting,2,2,2,5,1,5,0.3788,1,duration,63,9,54,26,0,0,28,9,8,3,8,0,0,1128,340,0.7833,0.2361,40.517
pessimistic,150,min_waiting,2,2,2,6,0,5,0.1282,0,duration,82,11,71,54,0,0,17,11,2,1,3,0,0,656,433,0.4556,0.3007,29.408
pessimistic,150,min_waiting,2,2,2,7,0,4,0.6447,0,duration,161,19,142,97,0,0,45,21,9,7,8,0,0,1435,610,1.2457,0.5295,59.25
pessimistic,150,min_waiting,2,2,2,8,1,4,0.3956,1,duration,93,11,82,48,0,0,34,6,12,3,13,0,0,1102,161,0.9566,0.1398,35.675
pessimistic,150,min_waiting,2,2,2,9,1,6,0.894,1,duration,77,12,65,46,0,0,19,7,1,3,7,1,0,845,326,0.489,0.1887,32.742
pessimistic,150,min_waiting,2,2,2,10,2,4,0.2669,2,duration,115,21,94,56,0,0,38,19,11,2,6,0,0,1274,530,1.1059,0.4601,45.108
pessimistic,150,min_waiting,2,2,2,11,2,6,0.8041,2,duration,107,8,99,51,0,0,48,18,11,6,12,1,0,1577,595,0.9126,0.3443,58.8
