scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,score_index,score_weighting,nb_request,nb_station_level_rejections,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,nb_slots_reserved,nb_slots_served,occupancy_rate,service_rate,demand_kwh
pessimistic,150,multistation,1,1,1,0,1,6,0.8703,1,duration,112,11,101,47,0,0,54,22,11,9,10,2,0,2059,758,1.1916,0.4387,66.175
pessimistic,150,multistation,1,1,1,1,1,6,0.3662,1,duration,72,13,59,51,0,0,8,2,1,1,4,0,0,231,55,0.1337,0.0318,11.142
pessimistic,150,multistation,1,1,1,2,2,4,0.8382,2,duration,127,12,115,94,0,0,21,9,2,6,3,1,0,901,389,0.7821,0.3377,34.592
pessimistic,150,multistation,1,1,1,3,1,6,0.1274,1,duration,123,14,109,61,0,0,48,23,5,9,11,0,0,1688,753,0.9769,0.4358,74.433
pessimistic,150,multistation,1,1,1,4,2,6,0.5844,2,duration,116,13,103,43,0,0,60,28,14,7,9,2,0,2137,959,1.2367,0.555,70.425
pessimistic,150,multistation,1,1,1,5,0,6,0.5948,0,duration,114,14,100,91,0,0,9,2,4,1,2,0,0,294,59,0.1701,0.0341,6.633
pessimistic,150,multistation,1,1,1,6,1,5,0.4461,1,duration,140,18,122,50,0,1,72,25,15,15,16,1,0,2334,762,1.6208,0.5292,89.742
pessimistic,150,multistation,1,1,1,7,1,5,0.1213,1,duration,70,13,57,31,0,0,26,9,9,2,6,0,0,955,313,0.6632,0.2174,30.717
pessimistic,150,multistation,1,1,1,8,0,5,0.3565,0,duration,71,11,60,25,0,0,35,11,9,7,7,1,0,1439,378,0.9993,0.2625,45.342
pessimistic,150,multistation,1,1,1,9,0,4,0.5513,0,duration,90,15,75,51,0,0,24,9,6,3,6,0,0,954,427,0.8281,0.3707,32.817
pessimistic,150,multistation,1,1,1,10,2,5,0.5639,2,duration,170,15,155,116,0,0,39,21,6,2,10,0,0,1483,704,1.0299,0.4889,57.358
pessimistic,150,multistation,1,1,1,11,0,5,0.6531,0,duration,130,14,116,82,0,0,34,19,5,3,7,0,0,1364,860,0.9472,0.5972,51.167
