scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,score_index,score_weighting,nb_request,nb_station_level_rejections,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,nb_slots_reserved,nb_slots_served,occupancy_rate,service_rate,demand_kwh
pessimistic,150,bramev,2,2,2,0,2,6,0.6726,2,duration,103,21,82,17,0,0,65,23,16,11,15,0,0,2089,823,1.2089,0.4763,75.667
pessimistic,150,bramev,2,2,2,1,1,5,0.3449,1,duration,77,20,57,32,0,0,25,10,6,4,5,0,0,849,312,0.5896,0.2167,33.758
pessimistic,150,bramev,2,2,2,2,0,6,0.8341,0,duration,127,21,106,54,0,0,52,24,12,5,10,1,0,1699,914,0.9832,0.5289,59.692
pessimistic,150,bramev,2,2,2,3,2,6,0.5698,2,duration,105,15,90,36,0,0,54,23,14,4,13,0,0,1989,814,1.151,0.4711,73.858
pessimistic,150,bramev,2,2,2,4,2,6,0.5838,2,duration,64,19,45,41,0,0,4,0,3,0,1,0,0,152,0,0.088,0.0,2.042
pessimistic,150,bramev,2,2,2,5,1,5,0.3661,1,duration,69,15,54,26,0,0,28,12,8,4,4,0,0,1078,481,0.7486,0.334,38.892
pessimistic,150,bramev,2,2,2,6,0,5,0.6102,0,duration,87,16,71,54,0,0,17,8,2,1,6,0,0,662,320,0.4597,0.2222,30.867
pessimistic,150,bramev,2,2,2,7,0,4,0.7723,0,duration,165,22,143,96,0,0,47,19,15,4,9,0,0,1305,538,1.1328,0.467,42.542
pessimistic,150,bramev,2,2,2,8,1,4,0.3714,1,duration,97,15,82,49,0,0,33,10,8,5,10,0,0,1247,401,1.0825,0.3481,49.3
pessimistic,150,bramev,2,2,2,9,1,6,0.5278,1,duration,92,18,74,64,0,0,10,2,1,3,3,1,0,365,89,0.2112,0.0515,14.8
pessimistic,150,bramev,2,2,2,10,2,4,0.5286,2,duration,116,22,94,55,0,0,39,19,9,1,10,0,0,1338,570,1.1615,0.4948,50.533
pessimistic,150,bramev,2,2,2,11,2,6,0.6971,2,duration,103,12,91,47,0,0,44,18,9,5,11,1,0,1610,662,0.9317,0.3831,59.3
