scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,score_index,score_weighting,nb_request,nb_station_level_rejections,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,nb_slots_reserved,nb_slots_served,occupancy_rate,service_rate,demand_kwh
pessimistic,150,bramev_fixed_alpha,2,2,2,0,2,6,0.5,2,duration,108,23,85,14,0,2,71,24,19,14,14,0,0,2300,912,1.331,0.5278,83.5
pessimistic,150,bramev_fixed_alpha,2,2,2,1,1,5,0.5,1,duration,78,23,55,31,0,0,24,12,5,2,5,0,0,739,403,0.5132,0.2799,32.183
pessimistic,150,bramev_fixed_alpha,2,2,2,2,0,6,0.5,0,duration,126,27,99,52,0,0,47,21,10,5,11,0,0,1671,919,0.967,0.5318,63.692
pessimistic,150,bramev_fixed_alpha,2,2,2,3,2,6,0.5,2,duration,111,18,93,38,0,0,55,22,12,4,16,1,0,2086,778,1.2072,0.4502,78.075
pessimistic,150,bramev_fixed_alpha,2,2,2,4,2,6,0.5,2,duration,68,21,47,43,0,0,4,0,2,0,2,0,0,155,0,0.0897,0.0,4.258
pessimistic,150,bramev_fixed_alpha,2,2,2,5,1,5,0.5,1,duration,74,19,55,26,0,0,29,12,9,2,6,0,0,1167,502,0.8104,0.3486,39.183
pessimistic,150,bramev_fixed_alpha,2,2,2,6,0,5,0.5,0,duration,87,19,68,51,0,0,17,9,3,2,3,0,0,648,370,0.45,0.2569,26.842
pessimistic,150,bramev_fixed_alpha,2,2,2,7,0,4,0.5,0,duration,165,29,136,93,0,0,43,18,15,4,6,0,0,1212,488,1.0521,0.4236,39.3
pessimistic,150,bramev_fixed_alpha,2,2,2,8,1,4,0.5,1,duration,98,18,80,48,0,0,32,7,10,5,10,0,0,1116,227,0.9688,0.197,39.342
pessimistic,150,bramev_fixed_alpha,2,2,2,9,1,6,0.5,1,duration,94,21,73,64,0,0,9,3,0,4,1,1,0,376,90,0.2176,0.0521,14.492
pessimistic,150,bramev_fixed_alpha,2,2,2,10,2,4,0.5,2,duration,118,25,93,55,0,0,38,19,9,1,9,0,0,1319,599,1.145,0.52,48.367
pessimistic,150,bramev_fixed_alpha,2,2,2,11,2,6,0.5,2,duration,106,15,91,49,0,0,42,17,9,5,10,1,0,1497,623,0.8663,0.3605,56.958
