scenario,nb_cars,method,seed,world_seed,grid_seed,kind,label,count,rate
pessimistic,150,load_aware,3,3,3,observed,abs,96,0.2087
pessimistic,150,load_aware,3,3,3,observed,breakdown,8,0.0174
pessimistic,150,load_aware,3,3,3,observed,early,58,0.1261
pessimistic,150,load_aware,3,3,3,observed,late,108,0.2348
pessimistic,150,load_aware,3,3,3,observed,pres,190,0.413
pessimistic,150,load_aware,3,3,3,intent,abs,104,0.2261
pessimistic,150,load_aware,3,3,3,intent,early,65,0.1413
pessimistic,150,load_aware,3,3,3,intent,late,101,0.2196
pessimistic,150,load_aware,3,3,3,intent,pres,190,0.413
pessimistic,150,load_aware,3,3,3,reclassified,early->late,7,
