scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,score_index,score_weighting,nb_request,nb_station_level_rejections,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,nb_slots_reserved,nb_slots_served,occupancy_rate,service_rate,demand_kwh
pessimistic,150,min_waiting,3,3,3,0,0,5,0.4658,0,duration,55,24,31,18,0,0,13,8,0,1,4,0,0,343,199,0.2382,0.1382,18.567
pessimistic,150,min_waiting,3,3,3,1,0,4,0.1215,0,duration,69,26,43,30,0,0,13,4,5,0,4,0,0,437,135,0.3793,0.1172,14.483
pessimistic,150,min_waiting,3,3,3,2,1,5,0.5425,1,duration,89,22,67,20,0,0,47,21,6,7,11,2,0,1676,710,1.1639,0.4931,69.083
pessimistic,150,min_waiting,3,3,3,3,0,4,0.3435,0,duration,162,63,99,27,0,2,72,33,15,13,11,0,0,1596,714,1.3854,0.6198,58.35
pessimistic,150,min_waiting,3,3,3,4,2,5,0.8782,2,duration,110,34,76,14,0,0,62,23,13,8,16,2,0,1914,743,1.3292,0.516,68.808
pessimistic,150,min_waiting,3,3,3,5,1,5,0.863,1,duration,113,29,84,38,0,0,46,16,12,7,11,0,0,1614,568,1.1208,0.3944,57.75
pessimistic,150,min_waiting,3,3,3,6,0,5,0.1826,0,duration,87,27,60,30,0,0,30,12,7,1,9,1,0,908,285,0.6306,0.1979,30.883
pessimistic,150,min_waiting,3,3,3,7,0,6,0.1163,0,duration,94,28,66,33,0,0,33,16,7,3,7,0,0,1233,543,0.7135,0.3142,45.833
pessimistic,150,min_waiting,3,3,3,8,1,5,0.3515,1,duration,64,28,36,36,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
pessimistic,150,min_waiting,3,3,3,9,0,5,0.2595,0,duration,72,27,45,43,0,0,2,1,0,0,1,0,0,86,35,0.0597,0.0243,3.742
pessimistic,150,min_waiting,3,3,3,10,1,5,0.1877,1,duration,141,36,105,12,0,4,93,36,20,13,23,1,0,2101,722,1.459,0.5014,74.433
pessimistic,150,min_waiting,3,3,3,11,2,5,0.7939,2,duration,131,28,103,54,0,0,49,24,9,6,9,1,0,1638,847,1.1375,0.5882,60.408
