scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,score_index,score_weighting,nb_request,nb_station_level_rejections,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,nb_slots_reserved,nb_slots_served,occupancy_rate,service_rate,demand_kwh
pessimistic,150,bramev_event_score,1,1,1,0,1,6,0.6896,1,event,109,8,101,48,0,0,53,21,11,11,8,2,0,1968,678,1.1389,0.3924,64.908
pessimistic,150,bramev_event_score,1,1,1,1,1,6,0.5314,1,event,65,6,59,50,0,0,9,4,1,1,3,0,0,261,143,0.151,0.0828,13.5
pessimistic,150,bramev_event_score,1,1,1,2,2,4,0.6609,2,event,122,8,114,89,0,0,25,13,2,4,5,1,0,941,525,0.8168,0.4557,41.342
pessimistic,150,bramev_event_score,1,1,1,3,1,6,0.4565,1,event,123,9,114,68,0,0,46,20,6,8,12,0,0,1748,712,1.0116,0.412,68.342
pessimistic,150,bramev_event_score,1,1,1,4,2,6,0.5812,2,event,108,9,99,40,0,0,59,27,12,8,11,1,0,2225,984,1.2876,0.5694,76.867
pessimistic,150,bramev_event_score,1,1,1,5,0,6,0.6046,0,event,110,9,101,92,0,0,9,3,4,1,1,0,0,313,102,0.1811,0.059,7.867
pessimistic,150,bramev_event_score,1,1,1,6,1,5,0.5565,1,event,128,11,117,50,0,0,67,22,16,13,15,1,0,2195,709,1.5243,0.4924,76.775
pessimistic,150,bramev_event_score,1,1,1,7,1,5,0.4546,1,event,63,6,57,35,0,0,22,6,7,4,5,0,0,843,232,0.5854,0.1611,29.65
pessimistic,150,bramev_event_score,1,1,1,8,0,5,0.5298,0,event,61,6,55,25,0,0,30,9,8,6,6,1,0,1260,311,0.875,0.216,39.25
pessimistic,150,bramev_event_score,1,1,1,9,0,4,0.5909,0,event,83,9,74,46,0,0,28,12,6,2,8,0,0,996,434,0.8646,0.3767,38.133
pessimistic,150,bramev_event_score,1,1,1,10,2,5,0.5748,2,event,170,10,160,122,0,0,38,20,6,3,7,2,0,1489,705,1.034,0.4896,52.242
pessimistic,150,bramev_event_score,1,1,1,11,0,5,0.6229,0,event,134,9,125,87,0,0,38,20,7,3,8,0,0,1443,862,1.0021,0.5986,55.85
