grid_seed,grid_m,society_id,x_m,y_m,nb_stations,nb_charg_spot,strategy_abs,strategy_early,strategy_late,strategy_pres
1,3000.0,0,2745.43,2745.23,4,20,3.7939781712473994,0.5674997256615043,0.8615121843991921,5.820020803310129
1,3000.0,1,2019.25,2705.24,5,28,3.7934250902217936,0.635710741919419,1.3365658095998443,2.9500411749377586
1,3000.0,2,2002.88,675.69,3,15,3.8997939616307526,0.33072027837929135,0.5606055618922566,4.598045839970467
