scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,score_index,score_weighting,nb_request,nb_station_level_rejections,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,nb_slots_reserved,nb_slots_served,occupancy_rate,service_rate,demand_kwh
pessimistic,150,bramev_nearest_offer,2,2,2,0,2,6,0.7175,2,duration,105,19,86,14,0,0,72,27,16,12,17,0,0,2344,927,1.3565,0.5365,89.9
pessimistic,150,bramev_nearest_offer,2,2,2,1,1,5,0.3669,1,duration,75,17,58,39,0,0,19,10,2,4,2,1,0,678,341,0.4708,0.2368,27.425
pessimistic,150,bramev_nearest_offer,2,2,2,2,0,6,0.7973,0,duration,132,19,113,68,0,0,45,21,9,4,11,0,0,1484,765,0.8588,0.4427,59.925
pessimistic,150,bramev_nearest_offer,2,2,2,3,2,6,0.6147,2,duration,124,14,110,46,0,0,64,26,16,4,17,1,0,2050,791,1.1863,0.4578,75.833
pessimistic,150,bramev_nearest_offer,2,2,2,4,2,6,0.6287,2,duration,75,14,61,54,0,0,7,1,3,0,3,0,0,247,28,0.1429,0.0162,7.175
pessimistic,150,bramev_nearest_offer,2,2,2,5,1,5,0.388,1,duration,69,13,56,27,0,0,29,9,8,7,4,1,0,1192,383,0.8278,0.266,38.933
pessimistic,150,bramev_nearest_offer,2,2,2,6,0,5,0.5734,0,duration,93,17,76,67,0,0,9,2,1,2,4,0,0,302,70,0.2097,0.0486,14.817
pessimistic,150,bramev_nearest_offer,2,2,2,7,0,4,0.7355,0,duration,184,41,143,77,0,0,66,26,17,11,12,0,0,1536,608,1.3333,0.5278,55.867
pessimistic,150,bramev_nearest_offer,2,2,2,8,1,4,0.3933,1,duration,113,17,96,80,0,0,16,8,3,0,5,0,0,434,213,0.3767,0.1849,19.017
pessimistic,150,bramev_nearest_offer,2,2,2,9,1,6,0.5497,1,duration,96,14,82,74,0,0,8,1,3,2,2,0,0,232,42,0.1343,0.0243,7.942
pessimistic,150,bramev_nearest_offer,2,2,2,10,2,4,0.5734,2,duration,139,41,98,25,0,2,73,27,25,6,15,0,0,1608,562,1.3958,0.4878,53.608
pessimistic,150,bramev_nearest_offer,2,2,2,11,2,6,0.742,2,duration,114,15,99,50,0,0,49,22,10,6,10,1,0,1646,800,0.9525,0.463,63.467
