scenario,nb_cars,method,seed,world_seed,grid_seed,kind,label,count,rate
pessimistic,150,nearest_available,3,3,3,observed,abs,105,0.2117
pessimistic,150,nearest_available,3,3,3,observed,breakdown,7,0.0141
pessimistic,150,nearest_available,3,3,3,observed,early,67,0.1351
pessimistic,150,nearest_available,3,3,3,observed,late,111,0.2238
pessimistic,150,nearest_available,3,3,3,observed,pres,206,0.4153
pessimistic,150,nearest_available,3,3,3,intent,abs,112,0.2258
pessimistic,150,nearest_available,3,3,3,intent,early,70,0.1411
pessimistic,150,nearest_available,3,3,3,intent,late,108,0.2177
pessimistic,150,nearest_available,3,3,3,intent,pres,206,0.4153
pessimistic,150,nearest_available,3,3,3,reclassified,early->late,3,
