scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,score_index,score_weighting,nb_request,nb_station_level_rejections,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,nb_slots_reserved,nb_slots_served,occupancy_rate,service_rate,demand_kwh
pessimistic,150,nearest_available,1,1,1,0,1,6,0.8703,1,duration,141,19,122,40,0,0,82,36,14,18,13,1,0,2378,926,1.3762,0.5359,86.267
pessimistic,150,nearest_available,1,1,1,1,1,6,0.3662,1,duration,79,14,65,61,0,0,4,1,0,1,2,0,0,143,32,0.0828,0.0185,7.125
pessimistic,150,nearest_available,1,1,1,2,2,4,0.8382,2,duration,151,18,133,127,0,0,6,3,1,1,1,0,0,220,78,0.191,0.0677,8.725
pessimistic,150,nearest_available,1,1,1,3,1,6,0.1274,1,duration,139,15,124,81,0,0,43,19,6,6,12,0,0,1267,493,0.7332,0.2853,54.008
pessimistic,150,nearest_available,1,1,1,4,2,6,0.5844,2,duration,124,17,107,34,0,0,73,34,14,8,15,2,0,2378,1120,1.3762,0.6481,82.683
pessimistic,150,nearest_available,1,1,1,5,0,6,0.5948,0,duration,130,14,116,111,0,0,5,1,3,0,1,0,0,196,33,0.1134,0.0191,4.325
pessimistic,150,nearest_available,1,1,1,6,1,5,0.4461,1,duration,157,50,107,18,0,2,89,30,23,14,20,2,0,2194,753,1.5236,0.5229,71.4
pessimistic,150,nearest_available,1,1,1,7,1,5,0.1213,1,duration,73,14,59,45,0,0,14,5,6,0,3,0,0,584,214,0.4056,0.1486,16.158
pessimistic,150,nearest_available,1,1,1,8,0,5,0.3565,0,duration,87,20,67,33,0,0,34,14,5,6,7,2,0,1260,395,0.875,0.2743,43.817
pessimistic,150,nearest_available,1,1,1,9,0,4,0.5513,0,duration,99,16,83,60,0,1,23,8,6,2,7,0,0,524,203,0.4549,0.1762,21.967
pessimistic,150,nearest_available,1,1,1,10,2,5,0.5639,2,duration,199,15,184,148,0,0,36,19,4,5,8,0,0,1132,582,0.7861,0.4042,48.267
pessimistic,150,nearest_available,1,1,1,11,0,5,0.6531,0,duration,159,38,121,61,0,0,60,28,11,10,11,0,0,1639,902,1.1382,0.6264,55.892
