scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,score_index,score_weighting,nb_request,nb_station_level_rejections,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,nb_slots_reserved,nb_slots_served,occupancy_rate,service_rate,demand_kwh
pessimistic,150,bramev_global_rep,2,2,2,0,2,6,0.6864,0,duration,94,14,80,14,0,0,66,27,17,10,12,0,0,2176,860,1.2593,0.4977,78.75
pessimistic,150,bramev_global_rep,2,2,2,1,1,5,0.3729,0,duration,61,9,52,28,0,0,24,11,6,2,5,0,0,861,377,0.5979,0.2618,35.608
pessimistic,150,bramev_global_rep,2,2,2,2,0,6,0.8418,0,duration,111,12,99,51,0,0,48,23,11,4,10,0,0,1599,952,0.9253,0.5509,61.208
pessimistic,150,bramev_global_rep,2,2,2,3,2,6,0.5836,0,duration,99,5,94,38,0,0,56,22,13,4,15,2,0,2040,749,1.1806,0.4334,74.092
pessimistic,150,bramev_global_rep,2,2,2,4,2,6,0.5976,0,duration,62,6,56,53,0,0,3,0,2,0,1,0,0,117,0,0.0677,0.0,2.042
pessimistic,150,bramev_global_rep,2,2,2,5,1,5,0.3941,0,duration,61,4,57,26,0,0,31,13,7,4,7,0,0,1169,515,0.8118,0.3576,43.008
pessimistic,150,bramev_global_rep,2,2,2,6,0,5,0.6179,0,duration,75,9,66,53,0,0,13,8,0,1,4,0,0,509,328,0.3535,0.2278,25.1
pessimistic,150,bramev_global_rep,2,2,2,7,0,4,0.7799,0,duration,148,15,133,92,0,0,41,15,14,5,6,1,0,1261,430,1.0946,0.3733,39.408
pessimistic,150,bramev_global_rep,2,2,2,8,1,4,0.3993,0,duration,87,9,78,47,0,0,31,8,9,4,10,0,0,1052,281,0.9132,0.2439,38.333
pessimistic,150,bramev_global_rep,2,2,2,9,1,6,0.5558,0,duration,81,6,75,61,0,0,14,3,1,6,3,1,0,454,137,0.2627,0.0793,16.767
pessimistic,150,bramev_global_rep,2,2,2,10,2,4,0.5424,0,duration,108,17,91,52,0,0,39,19,10,2,8,0,0,1338,588,1.1615,0.5104,50.733
pessimistic,150,bramev_global_rep,2,2,2,11,2,6,0.711,0,duration,92,4,88,42,0,0,46,18,11,6,11,0,0,1651,673,0.9554,0.3895,61.742
