scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,score_index,score_weighting,nb_request,nb_station_level_rejections,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,nb_slots_reserved,nb_slots_served,occupancy_rate,service_rate,demand_kwh
pessimistic,150,random_feasible,2,2,2,0,2,6,0.726,2,duration,134,47,87,31,0,0,56,20,12,11,13,0,0,1969,793,1.1395,0.4589,81.292
pessimistic,150,random_feasible,2,2,2,1,1,5,0.3114,1,duration,91,40,51,28,0,0,23,8,6,3,5,1,0,738,286,0.5125,0.1986,24.892
pessimistic,150,random_feasible,2,2,2,2,0,6,0.8418,0,duration,141,39,102,54,0,0,48,17,10,8,12,1,0,1596,620,0.9236,0.3588,63.8
pessimistic,150,random_feasible,2,2,2,3,2,6,0.3984,2,duration,136,41,95,33,0,0,62,23,14,7,17,1,0,2225,863,1.2876,0.4994,85.367
pessimistic,150,random_feasible,2,2,2,4,2,6,0.4429,2,duration,95,45,50,37,0,0,13,4,4,3,2,0,0,455,161,0.2633,0.0932,15.067
pessimistic,150,random_feasible,2,2,2,5,1,5,0.3788,1,duration,91,38,53,38,0,0,15,6,5,3,1,0,0,613,219,0.4257,0.1521,19.642
pessimistic,150,random_feasible,2,2,2,6,0,5,0.1282,0,duration,105,37,68,51,0,0,17,9,4,2,2,0,0,585,285,0.4062,0.1979,22.675
pessimistic,150,random_feasible,2,2,2,7,0,4,0.6447,0,duration,171,49,122,76,0,0,46,18,12,2,13,1,0,1409,580,1.2231,0.5035,46.458
pessimistic,150,random_feasible,2,2,2,8,1,4,0.3956,1,duration,117,35,82,62,0,0,20,11,5,2,2,0,0,764,482,0.6632,0.4184,29.992
pessimistic,150,random_feasible,2,2,2,9,1,6,0.894,1,duration,122,49,73,52,0,0,21,11,4,0,6,0,0,837,440,0.4844,0.2546,31.567
pessimistic,150,random_feasible,2,2,2,10,2,4,0.2669,2,duration,140,37,103,53,0,0,50,20,14,5,11,0,0,1385,511,1.2023,0.4436,45.617
pessimistic,150,random_feasible,2,2,2,11,2,6,0.8041,2,duration,125,30,95,48,0,0,47,19,11,5,11,1,0,1601,626,0.9265,0.3623,59.825
