scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,score_index,score_weighting,nb_request,nb_station_level_rejections,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,nb_slots_reserved,nb_slots_served,occupancy_rate,service_rate,demand_kwh
pessimistic,150,bramev_global_rep,1,1,1,0,1,6,0.6896,0,duration,105,9,96,45,0,0,51,20,10,9,10,2,0,1925,684,1.114,0.3958,66.342
pessimistic,150,bramev_global_rep,1,1,1,1,1,6,0.5314,0,duration,62,6,56,49,0,0,7,2,1,1,3,0,0,171,58,0.099,0.0336,9.65
pessimistic,150,bramev_global_rep,1,1,1,2,2,4,0.6624,0,duration,117,8,109,83,0,0,26,13,4,3,6,0,0,902,417,0.783,0.362,36.8
pessimistic,150,bramev_global_rep,1,1,1,3,1,6,0.4565,0,duration,124,9,115,68,0,0,47,22,6,7,11,1,0,1782,797,1.0312,0.4612,70.85
pessimistic,150,bramev_global_rep,1,1,1,4,2,6,0.5827,0,duration,110,9,101,42,0,0,59,27,14,8,8,2,0,2204,976,1.2755,0.5648,69.575
pessimistic,150,bramev_global_rep,1,1,1,5,0,6,0.5668,0,duration,115,9,106,100,0,0,6,2,4,0,0,0,0,215,60,0.1244,0.0347,2.225
pessimistic,150,bramev_global_rep,1,1,1,6,1,5,0.5565,0,duration,128,10,118,51,0,0,67,21,18,12,15,1,0,2225,658,1.5451,0.4569,74.483
pessimistic,150,bramev_global_rep,1,1,1,7,1,5,0.4546,0,duration,61,6,55,35,0,0,20,5,6,3,6,0,0,772,214,0.5361,0.1486,28.1
pessimistic,150,bramev_global_rep,1,1,1,8,0,5,0.492,0,duration,57,6,51,24,0,0,27,9,8,5,4,1,0,1117,351,0.7757,0.2437,32.733
pessimistic,150,bramev_global_rep,1,1,1,9,0,4,0.5532,0,duration,82,8,74,45,0,0,29,14,3,5,7,0,0,1191,610,1.0339,0.5295,48.608
pessimistic,150,bramev_global_rep,1,1,1,10,2,5,0.5763,0,duration,175,10,165,122,0,0,43,24,5,5,8,1,0,1609,840,1.1174,0.5833,63.908
pessimistic,150,bramev_global_rep,1,1,1,11,0,5,0.5851,0,duration,136,9,127,87,0,0,40,17,6,4,13,0,0,1524,715,1.0583,0.4965,60.792
