scenario,nb_cars,method,seed,world_seed,grid_seed,kind,label,count,rate
pessimistic,150,bramev_event_score,2,2,2,observed,abs,103,0.2476
pessimistic,150,bramev_event_score,2,2,2,observed,breakdown,3,0.0072
pessimistic,150,bramev_event_score,2,2,2,observed,early,46,0.1106
pessimistic,150,bramev_event_score,2,2,2,observed,late,97,0.2332
pessimistic,150,bramev_event_score,2,2,2,observed,pres,167,0.4014
pessimistic,150,bramev_event_score,2,2,2,intent,abs,106,0.2548
pessimistic,150,bramev_event_score,2,2,2,intent,early,54,0.1298
pessimistic,150,bramev_event_score,2,2,2,intent,late,89,0.2139
pessimistic,150,bramev_event_score,2,2,2,intent,pres,167,0.4014
pessimistic,150,bramev_event_score,2,2,2,reclassified,early->late,8,
