scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,score_index,score_weighting,nb_request,nb_station_level_rejections,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,nb_slots_reserved,nb_slots_served,occupancy_rate,service_rate,demand_kwh
pessimistic,150,load_aware,3,3,3,0,0,5,0.4658,0,duration,48,22,26,14,0,0,12,4,2,1,5,0,0,433,120,0.3007,0.0833,19.242
pessimistic,150,load_aware,3,3,3,1,0,4,0.1215,0,duration,64,23,41,23,0,0,18,4,7,0,7,0,0,480,133,0.4167,0.1155,14.875
pessimistic,150,load_aware,3,3,3,2,1,5,0.5425,1,duration,73,20,53,18,0,0,35,19,6,3,6,1,0,1168,551,0.8111,0.3826,48.492
pessimistic,150,load_aware,3,3,3,3,0,4,0.3435,0,duration,159,57,102,38,0,1,64,30,14,6,13,1,0,1446,666,1.2552,0.5781,54.742
pessimistic,150,load_aware,3,3,3,4,2,5,0.8782,2,duration,103,26,77,12,0,0,65,26,12,6,19,2,0,1956,800,1.3583,0.5556,72.383
pessimistic,150,load_aware,3,3,3,5,1,5,0.863,1,duration,111,21,90,43,0,0,47,16,12,5,14,0,0,1547,546,1.0743,0.3792,59.075
pessimistic,150,load_aware,3,3,3,6,0,5,0.1826,0,duration,88,22,66,41,0,0,25,14,8,1,2,0,0,773,402,0.5368,0.2792,25.75
pessimistic,150,load_aware,3,3,3,7,0,6,0.1163,0,duration,95,23,72,37,0,0,35,14,4,8,9,0,0,1397,578,0.8084,0.3345,56.325
pessimistic,150,load_aware,3,3,3,8,1,5,0.3515,1,duration,62,25,37,26,0,0,11,5,2,1,2,1,0,371,137,0.2576,0.0951,13.017
pessimistic,150,load_aware,3,3,3,9,0,5,0.2595,0,duration,69,23,46,31,0,0,15,5,4,3,3,0,0,568,162,0.3944,0.1125,18.483
pessimistic,150,load_aware,3,3,3,10,1,5,0.1877,1,duration,125,25,100,18,0,1,82,31,16,16,17,2,0,2207,710,1.5326,0.4931,75.875
pessimistic,150,load_aware,3,3,3,11,2,5,0.7939,2,duration,138,22,116,65,0,1,51,22,9,8,11,1,0,1753,783,1.2174,0.5437,63.908
