scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,score_index,score_weighting,nb_request,nb_station_level_rejections,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,nb_slots_reserved,nb_slots_served,occupancy_rate,service_rate,demand_kwh
pessimistic,150,load_aware,2,2,2,0,2,6,0.726,2,duration,95,14,81,34,0,0,47,18,9,9,10,1,0,1643,670,0.9508,0.3877,64.35
pessimistic,150,load_aware,2,2,2,1,1,5,0.3114,1,duration,65,14,51,24,0,0,27,11,6,2,8,0,0,892,432,0.6194,0.3,35.817
pessimistic,150,load_aware,2,2,2,2,0,6,0.8418,0,duration,112,15,97,56,0,0,41,20,11,7,3,0,0,1409,727,0.8154,0.4207,49.175
pessimistic,150,load_aware,2,2,2,3,2,6,0.3984,2,duration,96,10,86,40,0,0,46,16,13,6,10,1,0,1860,588,1.0764,0.3403,58.808
pessimistic,150,load_aware,2,2,2,4,2,6,0.4429,2,duration,58,13,45,24,0,0,21,8,4,3,6,0,0,966,414,0.559,0.2396,36.717
pessimistic,150,load_aware,2,2,2,5,1,5,0.3788,1,duration,62,11,51,27,0,0,24,12,4,1,7,0,0,969,447,0.6729,0.3104,40.558
pessimistic,150,load_aware,2,2,2,6,0,5,0.1282,0,duration,84,11,73,48,0,0,25,10,9,1,5,0,0,888,434,0.6167,0.3014,32.342
pessimistic,150,load_aware,2,2,2,7,0,4,0.6447,0,duration,150,13,137,101,0,0,36,15,11,2,8,0,0,1136,469,0.9861,0.4071,41.083
pessimistic,150,load_aware,2,2,2,8,1,4,0.3956,1,duration,92,10,82,54,0,0,28,11,7,3,7,0,0,967,377,0.8394,0.3273,38.158
pessimistic,150,load_aware,2,2,2,9,1,6,0.894,1,duration,78,15,63,35,0,0,28,9,10,4,4,1,0,1079,335,0.6244,0.1939,31.842
pessimistic,150,load_aware,2,2,2,10,2,4,0.2669,2,duration,116,16,100,68,0,0,32,14,6,5,7,0,0,1269,467,1.1016,0.4054,46.792
pessimistic,150,load_aware,2,2,2,11,2,6,0.8041,2,duration,107,9,98,49,0,0,49,18,11,6,13,1,0,1646,659,0.9525,0.3814,63.667
