scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,score_index,score_weighting,nb_request,nb_station_level_rejections,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,nb_slots_reserved,nb_slots_served,occupancy_rate,service_rate,demand_kwh
pessimistic,150,bramev,3,3,3,0,0,5,0.357,0,duration,66,37,29,22,0,0,7,4,0,0,2,1,0,225,129,0.1562,0.0896,10.017
pessimistic,150,bramev,3,3,3,1,0,4,0.2489,0,duration,80,35,45,30,0,0,15,5,5,0,5,0,0,524,180,0.4549,0.1562,20.833
pessimistic,150,bramev,3,3,3,2,1,5,0.4141,1,duration,99,37,62,14,0,0,48,21,8,7,11,1,0,1623,638,1.1271,0.4431,66.717
pessimistic,150,bramev,3,3,3,3,0,4,0.3186,0,duration,169,78,91,28,0,1,63,33,10,6,14,0,0,1474,774,1.2795,0.6719,58.883
pessimistic,150,bramev,3,3,3,4,2,5,0.8437,2,duration,145,52,93,15,0,4,78,28,15,12,20,3,0,2006,829,1.3931,0.5757,77.217
pessimistic,150,bramev,3,3,3,5,1,5,0.5146,1,duration,121,38,83,42,0,0,41,20,8,5,7,1,0,1429,606,0.9924,0.4208,51.333
pessimistic,150,bramev,3,3,3,6,0,5,0.2681,0,duration,97,33,64,33,0,0,31,12,11,2,6,0,0,1050,317,0.7292,0.2201,30.7
pessimistic,150,bramev,3,3,3,7,0,6,0.2473,0,duration,104,35,69,40,0,0,29,11,6,3,9,0,0,1218,475,0.7049,0.2749,46.025
pessimistic,150,bramev,3,3,3,8,1,5,0.3541,1,duration,75,38,37,36,0,0,1,0,1,0,0,0,0,27,0,0.0187,0.0,0.0
pessimistic,150,bramev,3,3,3,9,0,5,0.2922,0,duration,83,36,47,46,0,0,1,1,0,0,0,0,0,35,35,0.0243,0.0243,2.042
pessimistic,150,bramev,3,3,3,10,1,5,0.3027,1,duration,142,45,97,13,0,2,84,33,18,14,19,0,0,1979,744,1.3743,0.5167,66.633
pessimistic,150,bramev,3,3,3,11,2,5,0.8173,2,duration,135,36,99,44,0,0,55,20,14,11,9,1,0,1879,806,1.3049,0.5597,67.375
