scenario,nb_cars,method,seed,world_seed,grid_seed,demand_id,car_id,slot,nb_stations,search_retries,nb_offers,confirmed,abandoned,confirm_attempts,first_offer_ms,last_offer_ms,selection_ms,confirmation_ms,total_ms
pessimistic,150,bramev,3,3,3,t00000-c00000,0,0,1,0,1,True,False,1,500.2625419292599,500.2625419292599,922.798166051507,0.013542012311518192,1423.0742499930784
pessimistic,150,bramev,3,3,3,t00000-c00013,13,0,4,1,4,True,False,1,1611.571790999733,2768.6040829867125,161.93666693288833,0.012958073057234287,2930.553707992658
pessimistic,150,bramev,3,3,3,t00000-c00018,18,0,1,0,1,True,False,1,1153.5512499976903,1153.5512499976903,269.53666599001735,0.005875015631318092,1423.093791003339
pessimistic,150,bramev,3,3,3,t00000-c00027,27,0,2,1,2,True,False,1,1611.5234170574695,2243.031084071845,687.5464579788968,0.006166985258460045,2930.583709036
pessimistic,150,bramev,3,3,3,t00000-c00033,33,0,4,0,4,True,False,1,55.58041692711413,1265.5522079439834,157.52787503879517,0.006375019438564777,1423.0864580022171
pessimistic,150,bramev,3,3,3,t00000-c00038,38,0,1,0,1,True,False,1,97.11374994367361,97.11374994367361,1325.9745420655236,0.004082918167114258,1423.0923749273643
pessimistic,150,bramev,3,3,3,t00000-c00041,41,0,1,0,1,True,False,1,1393.485042033717,1393.485042033717,29.62149993982166,0.004083034582436085,1423.1106250081211
pessimistic,150,bramev,3,3,3,t00000-c00078,78,0,1,0,1,True,False,1,427.21624998375773,427.21624998375773,995.901457965374,0.0036669662222266197,1423.121374915354
pessimistic,150,bramev,3,3,3,t00000-c00097,97,0,3,0,3,True,False,1,55.503792013041675,500.0848750350997,923.0327089317143,0.0038329744711518288,1423.1214169412851
pessimistic,150,bramev,3,3,3,t00000-c00101,101,0,1,0,1,True,False,1,1393.4200420044363,1393.4200420044363,29.697833000682294,0.0031249364838004112,1423.1209999416023
pessimistic,150,bramev,3,3,3,t00000-c00105,105,0,1,0,1,True,False,1,1153.3938749926165,1153.3938749926165,269.7278750129044,0.0031249364838004112,1423.1248749420047
pessimistic,150,bramev,3,3,3,t00000-c00112,112,0,3,0,3,True,False,1,1153.3709580544382,1422.8069160599262,0.3106669755652547,0.0034170225262641907,1423.1210000580177
pessimistic,150,bramev,3,3,3,t00000-c00127,127,0,2,1,2,True,False,1,1611.3420419860631,2242.849832982756,687.679374939762,0.003374996595084667,2930.5325829191133
pessimistic,150,bramev,3,3,3,t00001-c00038,38,1,1,0,1,True,False,1,230.30408390332013,230.30408390332013,1275.9926250437275,0.004415982402861118,1506.3011249294505
pessimistic,150,bramev,3,3,3,t00001-c00041,41,1,1,0,1,True,False,1,1478.5220000194386,1478.5220000194386,27.773582958616316,0.0034170225262641907,1506.2990000005811
pessimistic,150,bramev,3,3,3,t00001-c00075,75,1,3,0,3,True,False,1,249.6750419959426,1506.114084040746,0.18149998504668474,0.003249966539442539,1506.2988339923322
pessimistic,150,bramev,3,3,3,t00001-c00101,101,1,1,0,1,True,False,1,1478.4764581127092,1478.4764581127092,27.830249979160726,0.003249966539442539,1506.3099580584094
pessimistic,150,bramev,3,3,3,t00002-c00075,75,2,2,0,2,True,False,1,290.7887080218643,450.5136670777574,0.01795799471437931,0.0113749410957098,450.5430000135675
pessimistic,150,bramev,3,3,3,t00002-c00126,126,2,3,0,3,True,False,1,72.15525000356138,450.4822080489248,0.09095901623368263,0.005582929588854313,450.57874999474734
pessimistic,150,bramev,3,3,3,t00004-c00015,15,4,1,0,1,True,False,1,87.18158397823572,87.18158397823572,0.01029099803417921,0.010584015399217606,87.20245899166912
pessimistic,150,bramev,3,3,3,t00004-c00126,126,4,1,0,1,True,False,1,68.70666600298136,68.70666600298136,18.53745896369219,0.006166053935885429,87.25029102060944
pessimistic,150,bramev,3,3,3,t00005-c00097,97,5,1,0,1,True,False,1,17.657916992902756,17.657916992902756,0.007916009053587914,0.007166992872953415,17.672999994829297
pessimistic,150,bramev,3,3,3,t00006-c00097,97,6,1,0,1,True,False,1,21.184250013902783,21.184250013902783,0.012457952834665775,0.010082963854074478,21.206790930591524
pessimistic,150,bramev,3,3,3,t00007-c00109,109,7,3,0,3,True,False,1,36.25258395913988,99.17466691695154,0.013958080671727657,0.009624985978007317,99.19824998360127
pessimistic,150,bramev,3,3,3,t00009-c00124,124,9,6,0,6,True,False,1,33.50633301306516,179.28783304523677,0.022957916371524334,0.01066701952368021,179.32145798113197
pessimistic,150,bramev,3,3,3,t00012-c00022,22,12,2,0,2,True,False,1,73.03491607308388,282.3330000974238,56.240332894958556,0.051167095080018044,338.62450008746237
pessimistic,150,bramev,3,3,3,t00012-c00106,106,12,3,0,3,True,False,1,103.87629200704396,338.49975001066923,0.25133404415100813,0.01354096457362175,338.76462501939386
pessimistic,150,bramev,3,3,3,t00013-c00106,106,13,2,0,2,True,False,1,29.427040950395167,54.39341603778303,0.023083994165062904,0.01579092349857092,54.43229095544666
pessimistic,150,bramev,3,3,3,t00014-c00008,8,14,1,0,1,True,False,1,24.94704199489206,24.94704199489206,0.030916999094188213,0.05012506153434515,25.028084055520594
pessimistic,150,bramev,3,3,3,t00015-c00002,2,15,1,0,1,True,False,1,77.89041707292199,77.89041707292199,0.011874944902956486,0.011292053386569023,77.91358407121152
pessimistic,150,bramev,3,3,3,t00015-c00008,8,15,1,0,1,True,False,1,77.83145899884403,77.83145899884403,0.10179099626839161,0.005499925464391708,77.93874992057681
pessimistic,150,bramev,3,3,3,t00015-c00079,79,15,2,0,2,True,False,1,37.467457936145365,77.75637495797127,0.14158303383737803,0.005083042196929455,77.90304103400558
pessimistic,150,bramev,3,3,3,t00016-c00002,2,16,1,0,1,True,False,1,196.36949989944696,196.36949989944696,0.008917064405977726,0.010707997716963291,196.3891249615699
pessimistic,150,bramev,3,3,3,t00016-c00008,8,16,1,0,1,True,False,1,186.12349999602884,186.12349999602884,10.303208022378385,0.005459063686430454,196.43216708209366
pessimistic,150,bramev,3,3,3,t00016-c00079,79,16,2,0,2,True,False,1,23.881166940554976,186.09470897354186,10.349708027206361,0.005124951712787151,196.449541952461
pessimistic,150,bramev,3,3,3,t00017-c00008,8,17,1,0,1,True,False,1,41.22991708572954,41.22991708572954,0.008499948307871819,0.009833020158112049,41.24825005419552
pessimistic,150,bramev,3,3,3,t00019-c00032,32,19,1,0,1,True,False,1,23.627375019714236,23.627375019714236,0.009916955605149269,0.010041985660791397,23.647333960980177
pessimistic,150,bramev,3,3,3,t00019-c00148,148,19,1,0,1,True,False,1,11.597082950174809,11.597082950174809,12.088042101822793,0.005582929588854313,23.690707981586456
pessimistic,150,bramev,3,3,3,t00020-c00008,8,20,2,0,2,True,False,1,51.31445801816881,139.3964160233736,86.9373339228332,0.014582998119294643,226.3483329443261
pessimistic,150,bramev,3,3,3,t00020-c00088,88,20,2,0,2,True,False,1,121.48579198401421,226.28716693725437,0.1022910000756383,0.006624963134527206,226.39608290046453
pessimistic,150,bramev,3,3,3,t00021-c00073,73,21,1,0,1,True,False,1,211.14837494678795,211.14837494678795,0.01629104372113943,0.011584023013710976,211.1762500135228
pessimistic,150,bramev,3,3,3,t00021-c00146,146,21,6,0,6,True,False,1,42.02074999921024,194.9367499910295,16.281417105346918,0.008207978680729866,211.22637507505715
pessimistic,150,bramev,3,3,3,t00022-c00096,96,22,2,0,2,True,False,1,23.695665993727744,59.30674995761365,0.011208001524209976,0.009207986295223236,59.32716594543308
pessimistic,150,bramev,3,3,3,t00023-c00039,39,23,1,0,1,True,False,1,620.288832928054,620.288832928054,0.016458099707961082,0.011583906598389149,620.3168749343604
pessimistic,150,bramev,3,3,3,t00023-c00045,45,23,2,0,2,True,False,1,166.82966705411673,620.2618749812245,0.10137504432350397,0.005792011506855488,620.3690420370549
pessimistic,150,bramev,3,3,3,t00023-c00139,139,23,7,0,7,True,False,1,36.17195796687156,304.98279200401157,315.3914579888806,0.005625071935355663,620.3798750648275
pessimistic,150,bramev,3,3,3,t00026-c00057,57,26,2,0,2,True,False,1,43.30370796378702,68.30929103307426,0.016958918422460556,0.014375080354511738,68.34062503185123
pessimistic,150,bramev,3,3,3,t00026-c00098,98,26,1,1,1,True,False,1,123.73708304949105,123.73708304949105,0.01879199407994747,0.01037493348121643,123.76624997705221
pessimistic,150,bramev,3,3,3,t00028-c00060,60,28,5,0,5,True,False,1,21.828791010193527,133.95870802924037,0.018749968148767948,0.01291697844862938,133.99037497583777
pessimistic,150,bramev,3,3,3,t00033-c00015,15,33,2,0,2,True,False,1,196.5417080791667,435.118000023067,0.01637497916817665,0.014082994312047958,435.1484579965472
pessimistic,150,bramev,3,3,3,t00033-c00032,32,33,3,0,3,True,False,1,25.769750005565584,435.08937500882894,0.12691703159362078,0.006124959327280521,435.22241699974984
pessimistic,150,bramev,3,3,3,t00035-c00015,15,35,2,0,2,True,False,1,17.601790954358876,51.295624929480255,0.01300009898841381,0.011124997399747372,51.319750025868416
pessimistic,150,bramev,3,3,3,t00036-c00144,144,36,1,0,1,True,False,1,41.951832943595946,41.951832943595946,0.022124964743852615,0.011834083124995232,41.985791991464794
pessimistic,150,bramev,3,3,3,t00037-c00043,43,37,1,0,1,True,False,1,105.35666707437485,105.35666707437485,0.014708028174936771,0.01091696321964264,105.38229206576943
pessimistic,150,bramev,3,3,3,t00037-c00149,149,37,4,0,4,True,False,1,28.862749924883246,96.95208398625255,8.4736249409616,0.006958027370274067,105.43266695458442
pessimistic,150,bramev,3,3,3,t00039-c00018,18,39,1,0,1,True,False,1,15.07958397269249,15.07958397269249,339.6390830166638,0.013750046491622925,354.7324170358479
pessimistic,150,bramev,3,3,3,t00039-c00031,31,39,4,0,4,True,False,1,81.81483298540115,354.67558295931667,0.12558395974338055,0.007291091606020927,354.8084580106661
pessimistic,150,bramev,3,3,3,t00040-c00031,31,40,6,0,6,True,False,1,85.85137501358986,640.8441670937464,0.01695798709988594,0.014125020243227482,640.8752501010895
pessimistic,150,bramev,3,3,3,t00040-c00104,104,40,3,1,3,True,False,1,648.6038329312578,670.3345410060138,0.010458985343575478,0.008165952749550343,670.3531659441069
pessimistic,150,bramev,3,3,3,t00040-c00133,133,40,1,0,1,True,False,1,588.1077910307795,588.1077910307795,52.78562498278916,0.00608398113399744,640.8994999947026
pessimistic,150,bramev,3,3,3,t00040-c00149,149,40,1,0,1,True,False,1,8.576749940402806,8.576749940402806,632.3232090799138,0.00529095996171236,640.9052499802783
pessimistic,150,bramev,3,3,3,t00042-c00015,15,42,1,0,1,True,False,1,13.774833059869707,13.774833059869707,0.005999929271638393,0.007125083357095718,13.78795807249844
pessimistic,150,bramev,3,3,3,t00044-c00054,54,44,1,0,1,True,False,1,68.675292073749,68.675292073749,18.79529096186161,0.011124997399747372,87.48170803301036
pessimistic,150,bramev,3,3,3,t00044-c00061,61,44,3,0,3,True,False,1,30.786665971390903,87.42883300874382,0.08708296809345484,0.006459071300923824,87.5223750481382
pessimistic,150,bramev,3,3,3,t00044-c00092,92,44,1,1,1,True,False,1,97.28458302561194,97.28458302561194,122.3237089579925,0.005832989700138569,219.61412497330457
pessimistic,150,bramev,3,3,3,t00045-c00031,31,45,2,0,2,True,False,1,69.63004195131361,131.04079198092222,0.010999967344105244,0.010999967344105244,131.06279191561043
pessimistic,150,bramev,3,3,3,t00046-c00072,72,46,1,0,1,True,False,1,12.973458040505648,12.973458040505648,13.087832950986922,0.007875030860304832,26.069166022352874
pessimistic,150,bramev,3,3,3,t00046-c00115,115,46,1,0,1,True,False,1,26.023958926089108,26.023958926089108,0.04733307287096977,0.004707952030003071,26.07599995099008
pessimistic,150,bramev,3,3,3,t00047-c00037,37,47,1,0,1,True,False,1,78.93550000153482,78.93550000153482,0.011790893040597439,0.010500079952180386,78.9577909745276
pessimistic,150,bramev,3,3,3,t00048-c00018,18,48,1,0,1,True,False,1,26.22170909307897,26.22170909307897,28.07662496343255,0.008375034667551517,54.30670909117907
pessimistic,150,bramev,3,3,3,t00048-c00061,61,48,2,0,2,True,False,1,48.48712496459484,54.262249963358045,0.057458062656223774,0.005958951078355312,54.325666977092624
pessimistic,150,bramev,3,3,3,t00049-c00075,75,49,1,0,1,True,False,1,40.51004094071686,40.51004094071686,0.019875005818903446,0.011500087566673756,40.54141603410244
pessimistic,150,bramev,3,3,3,t00050-c00113,113,50,1,0,1,True,False,1,10.034124949015677,10.034124949015677,0.01025001984089613,0.007333001121878624,10.051707969978452
pessimistic,150,bramev,3,3,3,t00052-c00015,15,52,1,0,1,True,False,1,182.05229204613715,182.05229204613715,283.46700000111014,0.014291959814727306,465.533584007062
pessimistic,150,bramev,3,3,3,t00052-c00031,31,52,3,0,3,True,False,1,264.6294580772519,465.4777920804918,0.12233294546604156,0.006625079549849033,465.6067501055077
pessimistic,150,bramev,3,3,3,t00052-c00056,56,52,1,0,1,True,False,1,182.00124998111278,182.00124998111278,283.6062089772895,0.004375004209578037,465.61183396261185
pessimistic,150,bramev,3,3,3,t00053-c00015,15,53,1,0,1,True,False,1,18.192749936133623,18.192749936133623,21.085500018671155,0.010750023648142815,39.28899997845292
pessimistic,150,bramev,3,3,3,t00053-c00085,85,53,1,0,1,True,False,1,39.23491691239178,39.23491691239178,0.10195805225521326,0.005375011824071407,39.34224997647107
pessimistic,150,bramev,3,3,3,t00053-c00111,111,53,1,0,1,True,False,1,18.136915983632207,18.136915983632207,21.20962494518608,0.003834022209048271,39.350374951027334
pessimistic,150,bramev,3,3,3,t00054-c00015,15,54,3,0,3,True,False,1,34.2187499627471,179.08333300147206,17.491208971478045,0.011916039511561394,196.58645801246166
pessimistic,150,bramev,3,3,3,t00054-c00067,67,54,1,0,1,True,False,1,179.05720905400813,179.05720905400813,17.570165917277336,0.00500003807246685,196.63237500935793
pessimistic,150,bramev,3,3,3,t00054-c00085,85,54,1,0,1,True,False,1,196.51479204185307,196.51479204185307,0.11929101310670376,0.0036249402910470963,196.63770799525082
pessimistic,150,bramev,3,3,3,t00055-c00085,85,55,1,0,1,True,False,1,20.02208400517702,20.02208400517702,0.009833020158112049,0.009624985978007317,20.04154201131314
pessimistic,150,bramev,3,3,3,t00056-c00113,113,56,2,0,2,True,False,1,26.58137504477054,32.013292075134814,0.01608289312571287,0.009208102710545063,32.03858307097107
pessimistic,150,bramev,3,3,3,t00057-c00017,17,57,1,0,1,True,False,1,7.912166998721659,7.912166998721659,366.3390000583604,0.010582967661321163,374.2617500247434
pessimistic,150,bramev,3,3,3,t00057-c00020,20,57,2,0,2,True,False,1,357.35804098658264,374.2107499856502,0.11704105418175459,0.006958958692848682,374.3347499985248
pessimistic,150,bramev,3,3,3,t00057-c00108,108,57,2,0,2,True,False,1,316.44175003748387,374.1812079679221,0.15608302783221006,0.004292000085115433,374.3415829958394
pessimistic,150,bramev,3,3,3,t00057-c00113,113,57,2,0,2,True,False,1,316.4226249791682,374.16183296591043,0.17820904031395912,0.003374996595084667,374.3434170028195
pessimistic,150,bramev,3,3,3,t00058-c00017,17,58,1,1,1,True,False,1,75.83858305588365,75.83858305588365,32.62199996970594,0.009458046406507492,108.47004107199609
pessimistic,150,bramev,3,3,3,t00058-c00036,36,58,1,0,1,True,False,1,20.424082991667092,20.424082991667092,48.87383303139359,0.010208925232291222,69.30812494829297
pessimistic,150,bramev,3,3,3,t00058-c00100,100,58,2,0,2,True,False,1,54.67750004027039,69.25966707058251,0.10745797771960497,0.005375011824071407,69.37250006012619
pessimistic,150,bramev,3,3,3,t00058-c00129,129,58,1,0,1,True,False,1,14.575041946955025,14.575041946955025,54.795917007140815,0.004083034582436085,69.37504198867828
pessimistic,150,bramev,3,3,3,t00059-c00036,36,59,1,0,1,True,False,1,21.17049996741116,21.17049996741116,16.971625038422644,0.004791887477040291,38.146916893310845
pessimistic,150,bramev,3,3,3,t00059-c00095,95,59,1,0,1,True,False,1,38.03970804437995,38.03970804437995,0.09995896834880114,0.0037909485399723053,38.14345796126872
pessimistic,150,bramev,3,3,3,t00060-c00022,22,60,2,0,2,True,False,1,23.841583053581417,68.71629203669727,0.009999959729611874,0.009916024282574654,68.73620802070946
pessimistic,150,bramev,3,3,3,t00060-c00095,95,60,1,0,1,True,False,1,50.52233301103115,50.52233301103115,18.230041954666376,0.005291076377034187,68.75766604207456
