scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,score_index,score_weighting,nb_request,nb_station_level_rejections,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,nb_slots_reserved,nb_slots_served,occupancy_rate,service_rate,demand_kwh
pessimistic,150,multistation_rep,2,2,2,0,2,6,0.726,2,duration,95,13,82,16,0,0,66,23,17,13,13,0,0,2156,832,1.2477,0.4815,78.7
pessimistic,150,multistation_rep,2,2,2,1,1,5,0.3114,1,duration,72,16,56,30,0,0,26,12,5,3,6,0,0,848,384,0.5889,0.2667,37.5
pessimistic,150,multistation_rep,2,2,2,2,0,6,0.8418,0,duration,121,17,104,58,0,0,46,22,11,3,10,0,0,1656,949,0.9583,0.5492,60.467
pessimistic,150,multistation_rep,2,2,2,3,2,6,0.3984,2,duration,107,15,92,34,0,0,58,23,15,4,16,0,0,2031,762,1.1753,0.441,74.85
pessimistic,150,multistation_rep,2,2,2,4,2,6,0.4429,2,duration,59,15,44,40,0,0,4,0,3,0,1,0,0,148,0,0.0856,0.0,2.042
pessimistic,150,multistation_rep,2,2,2,5,1,5,0.3788,1,duration,68,16,52,25,0,0,27,12,7,3,5,0,0,1074,516,0.7458,0.3583,39.617
pessimistic,150,multistation_rep,2,2,2,6,0,5,0.1282,0,duration,80,14,66,51,0,0,15,7,1,4,3,0,0,581,295,0.4035,0.2049,28.2
pessimistic,150,multistation_rep,2,2,2,7,0,4,0.6447,0,duration,157,21,136,89,0,0,47,17,15,6,8,1,0,1260,418,1.0938,0.3628,36.6
pessimistic,150,multistation_rep,2,2,2,8,1,4,0.3956,1,duration,88,12,76,50,0,0,26,9,8,1,8,0,0,952,330,0.8264,0.2865,35.058
pessimistic,150,multistation_rep,2,2,2,9,1,6,0.894,1,duration,86,15,71,61,0,0,10,3,0,4,2,1,0,460,137,0.2662,0.0793,18.233
pessimistic,150,multistation_rep,2,2,2,10,2,4,0.2669,2,duration,110,20,90,51,0,0,39,18,10,1,10,0,0,1336,588,1.1597,0.5104,50.967
pessimistic,150,multistation_rep,2,2,2,11,2,6,0.8041,2,duration,105,13,92,44,0,0,48,19,9,6,13,1,0,1695,694,0.9809,0.4016,62.9
