scenario,nb_cars,method,seed,world_seed,grid_seed,kind,label,count,rate
pessimistic,150,min_waiting,2,2,2,observed,abs,103,0.247
pessimistic,150,min_waiting,2,2,2,observed,breakdown,3,0.0072
pessimistic,150,min_waiting,2,2,2,observed,early,46,0.1103
pessimistic,150,min_waiting,2,2,2,observed,late,96,0.2302
pessimistic,150,min_waiting,2,2,2,observed,pres,169,0.4053
pessimistic,150,min_waiting,2,2,2,intent,abs,106,0.2542
pessimistic,150,min_waiting,2,2,2,intent,early,53,0.1271
pessimistic,150,min_waiting,2,2,2,intent,late,89,0.2134
pessimistic,150,min_waiting,2,2,2,intent,pres,169,0.4053
pessimistic,150,min_waiting,2,2,2,reclassified,early->late,7,
