scenario,nb_cars,method,seed,world_seed,grid_seed,kind,label,count,rate
pessimistic,150,multistation,3,3,3,observed,abs,96,0.2092
pessimistic,150,multistation,3,3,3,observed,breakdown,7,0.0153
pessimistic,150,multistation,3,3,3,observed,early,60,0.1307
pessimistic,150,multistation,3,3,3,observed,late,106,0.2309
pessimistic,150,multistation,3,3,3,observed,pres,190,0.4139
pessimistic,150,multistation,3,3,3,intent,abs,103,0.2244
pessimistic,150,multistation,3,3,3,intent,early,65,0.1416
pessimistic,150,multistation,3,3,3,intent,late,101,0.22
pessimistic,150,multistation,3,3,3,intent,pres,190,0.4139
pessimistic,150,multistation,3,3,3,reclassified,early->late,5,
