scenario,nb_cars,method,seed,world_seed,grid_seed,station_id,society_id,nb_charg_spot,alpha,score_index,score_weighting,nb_request,nb_station_level_rejections,nb_offer_issued,nb_offer_expired,nb_confirm_refused,nb_stale_confirm,nb_reservations,nb_pres,nb_no_show,nb_early_canc,nb_late_canc,nb_breakdown_canc,nb_unresolved,nb_slots_reserved,nb_slots_served,occupancy_rate,service_rate,demand_kwh
pessimistic,40,load_aware,42,42,42,0,0,5,0.291,0,duration,36,14,22,9,0,0,13,5,3,1,4,0,0,469,199,0.3257,0.1382,20.458
pessimistic,40,load_aware,42,42,42,1,1,5,0.2613,1,duration,37,12,25,16,0,0,9,6,0,1,2,0,0,386,274,0.2681,0.1903,14.283
pessimistic,40,load_aware,42,42,42,2,1,5,0.7392,1,duration,24,14,10,8,0,0,2,1,1,0,0,0,0,59,2,0.041,0.0014,0.083
pessimistic,40,load_aware,42,42,42,3,1,5,0.8901,1,duration,38,11,27,3,0,0,24,12,4,3,5,0,0,756,390,0.525,0.2708,32.233
pessimistic,40,load_aware,42,42,42,4,2,5,0.1427,2,duration,34,10,24,15,0,0,9,3,3,0,3,0,0,261,91,0.1812,0.0632,10.308
pessimistic,40,load_aware,42,42,42,5,0,4,0.2198,0,duration,30,15,15,7,0,0,8,2,3,1,2,0,0,239,56,0.2075,0.0486,6.358
pessimistic,40,load_aware,42,42,42,6,0,6,0.7086,0,duration,25,12,13,10,0,0,3,1,1,1,0,0,0,98,37,0.0567,0.0214,2.942
pessimistic,40,load_aware,42,42,42,7,0,6,0.5708,0,duration,21,13,8,5,0,0,3,3,0,0,0,0,0,78,78,0.0451,0.0451,3.625
pessimistic,40,load_aware,42,42,42,8,0,5,0.808,0,duration,29,11,18,12,0,0,6,4,1,1,0,0,0,193,153,0.134,0.1062,9.5
pessimistic,40,load_aware,42,42,42,9,1,4,0.4875,1,duration,35,11,24,14,0,0,10,2,1,1,6,0,0,364,78,0.316,0.0677,15.292
pessimistic,40,load_aware,42,42,42,10,0,5,0.3053,0,duration,28,11,17,7,0,0,10,3,2,2,3,0,0,313,74,0.2174,0.0514,10.333
pessimistic,40,load_aware,42,42,42,11,0,4,0.2502,0,duration,35,9,26,10,0,0,16,5,3,2,6,0,0,537,160,0.4661,0.1389,20.825
