scenario,nb_cars,method,seed,world_seed,grid_seed,demand_id,car_id,slot,nb_stations,search_retries,nb_offers,confirmed,confirm_attempts,first_offer_ms,last_offer_ms,selection_ms,confirmation_ms,total_ms
pessimistic,40,multistation_rep,42,42,42,t00000-c00008,8,0,2,0,2,True,1,104.71208300441504,316.41366600524634,89.8967920220457,0.012999982573091984,406.32345800986513
pessimistic,40,multistation_rep,42,42,42,t00000-c00020,20,0,3,0,3,True,1,222.66487503657117,382.94166699051857,23.426042054779828,0.006165995728224516,406.3738750410266
pessimistic,40,multistation_rep,42,42,42,t00000-c00024,24,0,1,0,1,True,1,222.64095896389335,222.64095896389335,183.73087502550334,0.004208006430417299,406.3760419958271
pessimistic,40,multistation_rep,42,42,42,t00000-c00025,25,0,1,0,1,True,1,382.8960829996504,382.8960829996504,23.474125016946346,0.003374996595084667,406.3735830131918
pessimistic,40,multistation_rep,42,42,42,t00000-c00033,33,0,1,0,1,True,1,104.61270896485075,104.61270896485075,301.7694160225801,0.0037499703466892242,406.38587495777756
pessimistic,40,multistation_rep,42,42,42,t00000-c00034,34,0,2,0,2,True,1,245.64450001344085,406.17866697721183,0.20133302314206958,0.0036249984987080097,406.3836249988526
pessimistic,40,multistation_rep,42,42,42,t00001-c00025,25,1,1,0,1,True,1,33.051000034902245,33.051000034902245,0.006165995728224516,0.0071249669417738914,33.06429099757224
pessimistic,40,multistation_rep,42,42,42,t00011-c00019,19,11,3,0,3,True,1,21.710083994548768,88.61312502995133,0.015541969332844019,0.013749988283962011,88.64241698756814
pessimistic,40,multistation_rep,42,42,42,t00012-c00019,19,12,3,0,3,True,1,58.69937496026978,169.35258399462327,0.015666009858250618,0.014124962035566568,169.3823749665171
pessimistic,40,multistation_rep,42,42,42,t00021-c00005,5,21,1,0,1,True,1,10.826290992554277,10.826290992554277,0.007084046956151724,0.010165967978537083,10.843541007488966
pessimistic,40,multistation_rep,42,42,42,t00022-c00031,31,22,1,0,1,True,1,23.379541002213955,23.379541002213955,0.008417002391070127,0.008707982487976551,23.396665987093
pessimistic,40,multistation_rep,42,42,42,t00025-c00037,37,25,2,0,2,True,1,29.85545899719,48.33062499528751,0.011000025551766157,0.009999959729611874,48.351624980568886
pessimistic,40,multistation_rep,42,42,42,t00026-c00037,37,26,4,0,4,True,1,38.859167019836605,108.23220800375566,0.016417005099356174,0.012082979083061218,108.26070798793808
pessimistic,40,multistation_rep,42,42,42,t00027-c00037,37,27,3,0,3,True,1,26.287833985406905,87.09704200737178,0.014999997802078724,0.013125012628734112,87.1251670178026
pessimistic,40,multistation_rep,42,42,42,t00030-c00016,16,30,2,0,2,True,1,52.37183399731293,83.58462498290464,0.010334013495594263,0.010957999620586634,83.60591699602082
pessimistic,40,multistation_rep,42,42,42,t00031-c00016,16,31,2,0,2,True,1,55.27116695884615,95.35550000146031,0.014666991773992777,0.014457968063652515,95.38462496129796
pessimistic,40,multistation_rep,42,42,42,t00038-c00010,10,38,3,0,3,True,1,22.36666699172929,98.16875000251457,0.014125020243227482,0.013749988283962011,98.19662501104176
pessimistic,40,multistation_rep,42,42,42,t00039-c00005,5,39,1,0,1,True,1,395.2244159881957,395.2244159881957,0.00870897201821208,0.010707997716963291,395.24383295793086
pessimistic,40,multistation_rep,42,42,42,t00039-c00010,10,39,3,0,3,True,1,116.13329197280109,386.2431669840589,9.060457989107817,0.006375019438564777,395.3099999926053
pessimistic,40,multistation_rep,42,42,42,t00039-c00014,14,39,3,0,3,True,1,65.08983299136162,334.26587498979643,61.046666000038385,0.004167028237134218,395.31670801807195
